,name,content,reconmended,posted
382,goku_ssj_uk,"
This remake of Resident Evil 2 is a love letter to all HORROR genre games, especially to a SURVIVAL HORROR sub-genre. Capcom made this game with love. and think nothing else than brought this remake to see the day. Resident Evil 2 remake has all things that described the term of SURVIVAL HORROR, its SCARY - HORRIFYING - ATMOSPHERIC - BLOOD & GORE - ANXIETY PANIC SITUATION & LIMITED EQUIPMENT.

Well, Resident Evil 2 is a PERFECT example of how to do a video game remake & rebuilding it into a modern horror masterpiece. Every piece of this remake is brilliant and it’s a masterclass of their kind. Resident Evil 2 blends action, puzzles, and story into a well-balanced and fun to play. All this thing together makes this RESIDENT EVIL 2 remake as a strong contender for GAME OF THE YEAR in Steam Awards 2019. And maybe, a strong contender in GOTY nomination of THE GAMES AWARDS 2019 too.

Just experience, how Capcom beautifully craft this MASTERCLASS of HORROR.
Don't resist, just buy it. You've never disappointed, especially if you're a avid horror fans.",Recommended," November 28, 2019"
383,GooseCoonMan,"
ok first of all
this is a remake done right unlike that ""golden eye: reloaded"" that ♥♥♥♥ up in every single way
now to this game is now over the shoulder camera angle is a welcoming change
the graphic is e x t r a n i c e that make me wish that i could do like RE7 FPP because everything is highly detailed the guts and wounds is just great

the bad part for me at least is the soundtrack, it doesn't deliver that well so just throw 3 dollens for original soundtrack and SFX well i know it shoulda been already in the game but well at least we got a good game to start in 2019

in short just get this game and play it, again its a remake done right
thank you capcom i got something nice in 2019 for once",Recommended," January 31, 2019"
384,FLy,"
One of the best remakes ever, and also a highly enjoyable game even if you're never played the original. A standard on how all future remakes should be created. Hope we one day see a Resident Evil 3 remake.",Recommended," December 2, 2019"
385,Rdubz83,"
X GOIN GIVE IT TO YA! 10/10",Recommended," February 1, 2019"
386,عُ 🌙,"
Just a masterpiece! Nothing to add.",Recommended," February 7, 2019"
387,McLort,"
This is an amazing remake. I waited for a long time for this one, brings back memories. The gameplay is great and the graphics are crazy on my 1080Ti 11GB and I just started.

Best played with headphones and a change of underwear.

Please in the future make this VR!!! That would be amazing and terrifiying.

And still great",Recommended," January 25, 2019"
388,Halálfaló,"
Resident Evil 2 Remake brings back the old horror and terror feel once again, It remains as faithful as its old version on top of that, the audio and visual effects are successfully accomplished!.If you have never played the original and want to enjoy a hearty helping of panic and inventory stress! YOU BETTER GET THIS ONE.",Recommended," June 30, 2019"
389,Ancron,"
Never played the original RE2. I have played 4,5,6,7,Revelations 1/2. This RE2 is a straight complete remake, not a cash grab. It is one of the best looking games I have ever seen. Amazing PC port. Perfect 21:9 support. I'll be anticipating any remakes they make like this from now on.

This is now my favorite RE game!",Recommended," January 28, 2019"
390,Gaetano,"
I guess my profile picture tells it all.",Recommended," November 27, 2019"
391,『๖Sergy』,"
They finally nailed it! Make more Resident Evil games like this. Beauty of the game. Recommended.",Recommended," February 2, 2019"
392,松本健,"
A special place in my all-time favourites list.",Recommended, January 2
393,EvilLord,"
He's gonna give it to ya. Wether you like it or not.",Recommended," December 17, 2019"
394,❍peth,"
Just play it.",Recommended," January 26, 2019"
395,[x] hatedabamboo,"
YouTube™ Video: Talented, brilliant, incredible, amazing, show stopping, spectacular, never the same, totally unique 
Views: 1,189,429
Talented, brilliant, incredible, amazing, show stopping, spectacular, never the same, totally unique, completely not ever been done before, unafraid to reference or not reference, put it in a...


This GAME IS AMAZING i LOVE IT i just want MORE AND MORE OF IT good job capcom YA DID IT !!!",Recommended," January 26, 2019"
396,~Marshmallow,"
Oh this was good, very good. A wellcrafted love letter to the original story. This is how you do remakes right, this is how you do survival horror right, this is how you do adventure right.

While of course the game isn't entirely perfect, what is besides our grandparents cooking? It is so refined with an attention to detail that I am left lacking any substantive complaint.

I thoroughly recommend this if you are interested in any of the following
1. a fun adventure with tons of interconnected items/systems
2. a tight survival horror with plenty of tense moments and potential scares
3. an unforgettably polished revamp of a game that was already hard to forget. This game is the equivalent of John Carpenter's The Thing

I truly feel Capcom is deserving of the highest praise.",Recommended," February 4, 2019"
397,Floptart,"
Product received for free

Shoot at it until it dies*.

* except the tyrant.",Recommended," March 17, 2019"
398,Qu1n,"
Enjoyed every bit of this game. Graphics is fantastic, good replayability to encourage player to discover 2 different perspectives of the story from both characters + get the true ending, great horror suspense atmosphere and enjoyed the good classic RE shooting/fighting mechanism.. Just wish that they have dodge mechanism like RE 3 does.
Overall, highly recommend this game!",Recommended, April 20
399,GeneralGravey,"
They did it. Capcom actually did it. They managed to breathe new life into the atmosphere that I fell in love with as a kid. The entire game was very familiar to me as a die hard fan of the original, yet it still managed to keep me on edge until the end. If you are at all a fan of the old school RE titles, you are wasting your time reading reviews. Resident Evil has returned to form!",Recommended," January 30, 2019"
